	pol_Latn	csb_Latn
22198	ogrodnik	ògrodnik
22199	pomylić	zmilëc
22200	alla polacca	na mòdło pòlonézra
22201	Broszura	Broszura
22202	niegrzeczny	nipòcy
22203	Lista prawdopodobnych raportów duplikatów info	Dodôj mòżlëwé duplikatë rapòrtów info
22204	kącik	nórtk
22205	niecierpliwie	niecerzplëwie
22206	litować się	lëtowac sã
22207	sztylet	dolch
22208	Herkules	Herkùles
22209	Trzeba podać układ.	Je nót pòdac ùkłôd.
22210	obalić	òbalëc
22211	pomóc	domòc
22212	ugiąć się	ùdżic sã
22213	serdelka	parówka
22214	wieżowiec	chmùrnik
22215	sarknąć	sôrknąc
22216	Musi być na lokalnej konsoli	Mùszi bëc na môlowi kònsoli
22217	Informacja o projekcie Kb	Wëdowiédzô ò ùdbie Kb
22218	cukierniany	cëczerniany
22219	tatków	tatków
22220	Pilk	Pélk
22221	pedał	nożnik
22222	Wciśnij , gdy włączone są NumLock i CapsLock	Wcësni , ga włączoné są NumLock ë CapsLock
22223	aluwium	nanosëna
22224	kwartał	kwartôł
22225	mężobójczyni	mãżobójczëni
22226	baskonia	baskòniô
22227	solniczka stołowa	solniczka
22228	Last. fm Pomiń	Last. fm Òminié
22229	markazyt	markazyt
22230	sufit	pòdprzãtnica
22231	fuzel	mąt
22232	otwierać się	òtmëkac sã
22233	namydlić	namëdlëc
22234	brząkanie	brząkanié
22235	codziennie	dzéń w dzéń
22236	babsko	babiszcze
22237	Uwaga warning with label is the warning label, is the text	Bôczënk warning with label is the warning label, is the text
22238	kadłubowy	srãbny
22239	douczać	doùczac
22240	radczyni	rôdczënô
22241	auszpik	miãso w żelé
22242	cięty	zacãti
22243	perfekcyjnie	perfekcjyjno
22244	niefrasobliwość	bezkłopòt
22245	Ocean Spokojny Nauru	Spòkójny Òcean Nauru
22246	nieznanyQDialog	Nieznónô felaQDialog
22247	plon	plón
22248	narybienie	napùscenié rëbiégò nierzchù
22249	Grafika biznesowa	Biznesowi òbrôzczi
22250	Kolorowe obramowanie okna	Farwne ramë òkna
22251	makroanaliza	makroanaliza
22252	obchodzić	òbchòdzëc
22253	Rozpocznij wyszukiwanie	Naczni szëkbã
22254	ufryzować	ùfrizowac
22255	Włącz wyłącz zentację okien Wszystkie pulpity	Włączë òkna wszëtczich pùltów
22256	Zaznacz, jeśli chcesz włączyć linie poziome, gdy wykres będzie za duży.	Zaznaczë, jeżlë chcesz włączëc hòriznotalné rézë, czedë dijagram mdze za wiôldżi.
22257	kawaler	bëniel
22258	pilniczek	wilëczka
22259	karczmarz	szãkôrz
22260	Afryka Freetown	Afrika Freetown
22261	podróżnik	pòdróżnik
22262	tak column	jo column
22263	pasibrzuch	pãkôl
22264	ałun	chem ałun
22265	bagażowe	òpłata za bagaż
22266	zdrętwieć	zdrevnjec
22267	ciocia	cotka
22268	pączek	pankùk
22269	pobrać	pòbrac
22270	zsiąść	zesadnąc
22271	Jika Jeka	Jéka
22272	zwilgotnąć	zsërzec
22273	Ta część wymaga specjalnych uprawnień, prawdopodobnie do globalnych zmian w systemie. Z tego powodu konieczne jest podanie hasła administratora. Jeśli nie podasz hasła, zmiany nie zostaną zapisane	W tim dzélu je nót ekstra praw, prawdopòbno do globalnëch zjinaków w systemie. Dlôte nót je wpisanié parolë sprôwnika. Jeżlë nie pòdôsz parolë, zjinaka nie òstanie zapisónô.
22274	Cofnij lub przywołaj okno	Copni abò zawòłôj òkno
22275	dwutorowy	dwùturowi
22276	brodawka	bardawica
22277	stół	stół
22278	krytyczny	krëchi
22279	Ameryka Montserrat	Amerika Montserrat
22280	sieć	grónówc
22281	biegunowy	biegùnowi.
22282	ożywienie	ożëwienié
22283	Ta opcja określa, czy Konqueror ma prosić o potwierdzenie przeniesienia pliku do kosza. Odzyskanie pliku z kosza jest bardzo łatwe.	Na òptacëjô gôdô Konquerorowi ò tim, czë mô òn sã pëtac ò pòcwierdzenié przesëniãcô lopka do kòsza. Z kòsza mòże letkò wëdostac lopczi nazôd.
22284	Bogaty w funkcje menedżer okien o dużych możliwościach zmiany wyglądu	Bògati w fùnkcëje menadżera òknów ò wiôldżich mòżnotach zjinaczi wëzdrzatkù
22285	przedterminowy	rzedczasowi
22286	wiersz	wiérzta
22287	zdechnąć	zdechnąc
22288	Rekomendacje przez Echo Nest.	Rekòmendowóné przez Echo Nest.
22289	zgorzeć	zgòrzec
22290	Zezwól na drukowanie ze standardowego wejścia	Pòzwòlë na drëk ze sztandardowégò wińdzeniô STDIN
22291	obmyślać	òbmëszlac
22292	dokopać	dokòpac
22293	Instaluj nowy motyw	Instalëjë nową témã
22294	Uruchom program pocztowy	Zrëszë mail
22295	Okno ustawień zewnętrznego kodera audio dla Kb	Òkno nastôwów bùtnowegò kòdera audio dlô Kb
22296	rozlewać się	rozlewac sã
22297	etnograficzny	etnograficzny
22298	Wznów wszystkie	Znowi wszëtczé
22299	nadskakiwać	naskakòwac
22300	Losowe	Kawlowé
22301	Ostrzeż przed odwiedzeniem serwera wykorzystującego dane osobowe	Òstrzérzë mie przed òdwiedzanim serwera, chtëren wëzwëzskùjë priwatne pòdôwczi do
22302	bananowy	bananowi
22303	odpowiedzieć machaniem na	òdmachac
22304	spłoszyć się	rozchiżëc sã
22305	młotek	mérk
22306	Przewodnik po KDE	Prowôdnik pò KDE
22307	Witold	Witóld
22308	Nie możesz zgłosić tego błędu, ponieważ program nie dostarcza adresu zgłaszania błędu. label	Ni mòżesz wësłac rapòrtu ò ti felë, bò apliakcëjô ni wspierô adresë rapòrtowaniô felów. label
22309	trzynaście	trzënôsce
22310	jarzyć się	jarzëc sã
22311	pałkowaty	pałkòwati
22312	eufemizm	euefmizm
22313	czterotygodniowy	sztërëniedzélny
22314	szczegół	drobnostka
22315	epitet	przezwa
22316	gruda	grëda
22317	zacieniony	przëcemny
22318	obliczyć	òbrechòwac
22319	Strony HTML	Lopczi HTML
22320	partnerka	partnerka
22321	deszczówka	deszczówka
22322	szopka	szopka
22323	Włączone obrót wzdłuż krótkiej krawędzi	Włączone òbrócënk zdłużą krótczégò rańtu
22324	szczypta	szczëpka
22325	kubek	taska
22326	kwiof May short	łżëof May short
22327	gruczołowaty	grëczołowati
22328	stalka	piórkò
22329	brzegowy	strądowi
22330	Problem zewnętrzny info bug status	Bùtnowô problema info bug status
22331	Kiedy jest zaznaczone, można wybrać własny kolor czcionki używanej przez zegar. Aby to zrobić trzeba kliknąć element do wyboru koloru po prawej stronie.	Jeżlë je to naznaczoné, mòżeta wëbrac swòją farwã fòntu dlô zédżéra, wëbierając jã z pòla wëbiérkù.
22332	Strony	Starnë
22333	automobilista	szoféra
22334	wewnętrzny	bënowi
22335	sortować	zortowac
22336	palisada	ogarda
22337	udarty	ùdzarti
22338	pią	pią
22339	rozpuszczony	rozwòlony
22340	kazalnica	kazalnica
22341	Wybierz stronę domową	Wëbierzë domôcą starnã
22342	entuzjasta	zapôlińc
22343	złocisty	złocësti
22344	zwykle	wic
22345	kuliczek	jemiãtuszka
22346	drewniane instrumenty	drzewiané instrumentë
22347	objawić	òbjawic
22348	Wysoka jakość wydruku	Wësôk kwalitet wëdrëkù
22349	RLE	RLE
22350	pochwa	pòchwa
22351	nieszczęście	lëchò
22352	opasłość	spasłosc
22353	żarliwie	płomno
22354	opatulać się	pùmlac sã
22355	zezwalać	zezwalac
22356	antarktyczny	antarkticzny
22357	serbia i czarnogóra	serbskô ë czôrnô góra
22358	Nie można skomunikować się z programem khotkeys. Zmiany zostały zapisane, ale udało się ich aktywować.	Ni mòże dobëc khotkeys. Twòje zjinaczi òstałë zapisóné, le ni mògą bëz aktiwòwóné.
22359	ekspropriacja	wëwłaszczenié
22360	przemarzyć	przesnic
22361	Ocean Atlantycki Stanley	Atlantëcczi Òcean Stanley
22362	kółeczko	kòleczkò
22363	eunuch	eunuch
22364	czarnobrewa	czôrnobrwiowô
22365	Dodaj do paska narzędzi	Dodôj do listwë nôrzãdzów
22366	drżeć z zimna	zëmërgòtac
22367	Zablokuj	Zablokòwanié
22368	Kopiuj tekst	Kòpérëjë tekst
22369	nadziewanie	nadzéwanié
22370	napadanie	napôdanié
22371	przeskrobać	przeskurzëc
22372	Zarejestruj się w last. fm	Zapiszë sã do last. fm
22373	Usuwa wybraną pozycję	Rëmô wëbróny bùfor
22374	osiemdziesiąty	òsmëdzesti
22375	Wymowa kantońska	Kantońskô wëmòwa
22376	Formy liczboweKCharselect unicode block name	Fòrmë wielënówKCharselect unicode block name
22377	przełupać	przeszczépic
22378	kot	mézjasz
22379	Wyślij faks natychmiast	Wëslë faks zarôzkù
22380	detektor	detektór
22381	Wysokiej jakości w odcieniach szarości tusze kolorowe czarny	Wiôldżégò kwalitetu w cenioscach szaroscë farwné tintë czôrny
22382	Pokaż nazwę strefy czasowej pod czasem.	Wëskrzëni czasową conã pòd czasã.
22383	Międzynarodowe	Midzenôrodny
22384	dogmatyzm	dogmatizm
22385	babrała	czura
22386	Burza, lekki deszczweather condition	weather condition
22387	Radio sąsiadów	Personowé radio sąsadów
22388	głos	zev
22389	autarkia	autarkiô
22390	Pytaj o potwierdzenie podczas zamykania okien z więcej niż jedną kartą.	Pëtôj za pòcwierdzenim czedë zamëkóné są òkna z wieloma załóżkama.
22391	Ciemne	Cemné
22392	Nośna	Nëk
22393	żarłok	grëzôk
22394	żarłoczny	żarłoczny
22395	szacunek	pòwôżanié
22396	Pamięć drukarki lub więcej	Pamiãc drëkôrza abò wicy
22397	abdykować	zerzec sã
22398	rozbierać	zeblakac
22399	Niepoprawna składnia wyrażenia regularnego	Lëchô syntaksa regùlarnegò wësłowia
22400	dziecko przy piersi	cëcón
22401	zacząć	pòczic
22402	zachorować	zachòrzec
22403	pysk	flaba
22404	autograf	pòdpis
22405	Ameryka Antigua	Amerika Antigua
22406	gardziołek	gôrdzelk
22407	od czasu do czasu	sztërkama
22408	osiedlać się	òsedlac sã
22409	suka	sëka
22410	dorosłość	dorosłosc
22411	śmieszek	lajk
22412	Autor oryginalnego KSplash ML	Ùsôdzca apartnegò KSplash ML
22413	Programista jefferai	Programista
22414	gruszka	krëszka
22415	# Jeśli możliwe, wysuń urządzenie odpowiadające udi.	# Jeżlë przëstãpné, wëjmi ùrządzenié sparłączoné z udi.
22416	Zamknij bieżącą kartę	Zamkni biéżną kôrtã
22417	Dopuszczalne jest tylko ReadOnly	Le ReadOnly dozwòloné
22418	Zmienione ustawienia językowe zadziałają jedynie dla nowo uruchomionych programów. Zmiana języka dla wszystkich programów nastąpi dopiero przy ponownym zalogowaniu do KDE.	Zmienioné jãzëkòwé ùstôwë zadzejają blós dlô nowò zrëszonëch programów. Zmiana jãzëka dlô wszëtczéch programów nastanié dopiérze przë zôstnym logòwaniu do KDE.
22419	Zbiór narzędzi dla JME	Zestôw nôrzãdzów dlô JME
22420	bezdrzewny	bez drzéw
22421	mylny	błãdny
22422	łatwo	łôtwie
22423	gzenie się	gzëcé sã
22424	rozmazać	rozmazac
22425	Okna	Ùchòwanié òkna
22426	Deseret	Pùstiniô
22427	królik domowy	trus
22428	aliści	ale
22429	Filtry	Lopk
22430	nabieranie	nabiéranié
22431	podunąć	pòdsënąc
22432	"Plik konfiguracyjny do zapisania statusu opcji ""Nie pokazuj pytaj ponownie"""	"Kònfigùracjowi lopk ë miono òptacëji do zapisënkù sztatusa ""Nie pòkazëjë pëtôj znowa"""
22433	asekurancki	nie lubiący sã narażac
22434	cenzorski	cenzorsczi
22435	library wymaga parametru, nie.	bibloteka wëmôgô blós jeden argùment. nié .
22436	Proszę włożyć nośnik , aby uzyskać dostęp do tego pliku.	Proszã wetknąc przenosné ùrządzenié dlô przëstãpù do negò lopka.
22437	Eksportuj	Ekspòrtëjë
22438	okulary	brële
22439	chłodnieć	chłodniec
22440	niciany	nicany
22441	odtargować	odhańdlowac
22442	mamidło	ùkôzka
22443	cyrkowy	cyrkòwi
22444	matuchna	mama
22445	ekstradycja	ekjstradicjô
22446	grzać	grzôc
22447	Nie można zmienić właściciela zasobu	Ni mòże zmienic miéwcë dostónka
22448	chabrowy	chachmãcëc
22449	Bylaczka	Bëlôczka
22450	mina	mina
22451	Usuń duplikaty	Rëmôj aplet
22452	do domu	dodóm
22453	czterostronny	sztërëstronny
22454	najprzód	nôprzód
22455	Nie można utworzyć gniazda.	Ni mòże ùsôdzëc gniôzda!
22456	analogia	pòdobieństwò
22457	To działanie nie jest wspierane,	Na òperacëjô nie je wspiérónô,
22458	łajać	szchalowac
22459	WysuńA button on a Remote Control	WësëniA button on a Remote Control
22460	akumulować	zbierac
22461	ubrać się	òbłoczëc sã
22462	nic	nic
22463	wiosła	rémë
22464	Odśwież	Fòrsëjë zladowanié znowa
22465	białkomocz	biôłtkòszczënë
22466	animować	animòwac
22467	uśmiechnięty	ùsmióny
22468	nabyć	naszafòwac
22469	Radomir	Radómir
22470	ozdrowiciel	uzdrówca
22471	olistwować	òblisztwòwac
22472	zerwać	zerwac
22473	Ctrl	Ctrl
22474	Nie można było podłączyć się do urządzenia MTP	Ni mòże pòłączëc do ùrządzeniô MTP
22475	babinka	babinka
22476	Podaj ścieżkę do pliku wykonywalnego Javy. Jeśli chcesz użyć jre środowiska Javy z domyślnej ścieżki, zostaw tu napis java. Jeśli chcesz użyć innego jre, podaj ścieżkę do odpowiedniego pliku wykonywalnego np. usr lib jdk bin java lub ścieżkę do katalogu zawierającego bin java np. opt IBMJava .	Wpiszë stegnã do wëkònëwólnegò lopka Javë. Jeżlë chcesz ùżëc jre òkrãżô Javë z domëszlny stegnë, òstawi tuwò nôdpis java. Jeżlë chcesz ùżëc jinszegò jre, to wpiszë stegnã do pasownegò samòwëkònëwólnegò lopka np. usr lib jdk bin java abò stegnã do katalogu zamëkającegò w se bin java np. opt IBMJava .
22477	Burzeweather forecast	weather forecast
22478	Bory	Bòrë
22479	odnawianie	odnôwianié
22480	bandytyzm	rabùsznictwò
22481	megalit	wiôlgô bùdowla nagrobnô
22482	miedza	grańca
22483	bura	szkalinga
22484	ŻółtyA button on a Remote Control	ŻôłtiA button on a Remote Control
22485	UaktualnijQSql	ZaktualizëjëQSql
22486	Pokaż za oknami	Snég za òknã
22487	Brak odpowiedzi od zadania.	Felënk òdpòwiescë.
22488	żarłocznie	żérno
22489	obłupywać	òblëpiac
22490	Palety	Palétë
22491	sporek polny	kòlińc
22492	Głośność	Głosnosc
22493	Indeks	Indeks
22494	dywidenda	diwidenda
22495	mglisto	mgławò
22496	drogerzysta	drogista
22497	zmęczyć się	zmãczëc sã
22498	KWrite edytor tekstu	KWrite Editora tekstu
22499	żołądek	żôłądk
22500	amant	lubòtník
22501	bateryjny	bateriowi
22502	Wideo	Wideò
22503	wsypać kijów	wpalëc
22504	więc	ti
22505	Pobieranie twojej osobistej strony poleceń Magnatune. com	Ladowanié twòji nôlepszi starnë Magnatune
22506	witaj!	wilkóm!
22507	mediolan	milano
22508	podburzać	pòdmawiac
22509	baczność	bôcznosc
22510	Użyj efektu Prezentacja okien do rozmieszczenia okien	"Brëkùjë fektu ""Prezentëjë òkna"" do pòrządkòwaniô òknów"
22511	ostatni	slédny
22512	animozja	òdraza
22513	Interfejs do czcionek ioslave. c Craig Drummond,	Interfejs do fòntów . c Craig Drummond,
22514	aż	jaże
22515	Przód	Przódk
22516	brzydal	szpetnik
22517	Kikuyu	Kikuyu
22518	Zgrywanie do	Please do NOT modify translate the quotes, they are part of the pattern!
22519	liścik	lëscëk
22520	daktyliczny	daktiliczny
22521	Wyświetlaj pasek menu	Wëskrzëni listew menu
22522	List, kolorowy	Lëst, farwny
22523	cudzoziemszczyzna	cëzozemstwò
22524	gadulski	flabòcëch
22525	Urządzenia wymienne	Przenosné ùrządzenia
22526	FLAC	FLAC
22527	rozmowa	gòwôr
22528	biczowany	biczowóny
22529	doczekać	dożdac
22530	przysłuchiwać się	przësłëchòwac sã
22531	docenić	docenic
22532	malusio	malëczkò
22533	uchylić	òdemknąc
22534	diafanometr	diafanométer
22535	cukrowiec	cëkrowô
22536	wahać	òbzerac sã
22537	Menadżer okien	Mendżer òknów
22538	Duży Crown Octavo	Wiôldżi Crown Octavo
22539	elektroanaliza	elektroanaliza
22540	Konwersja danych Nepomuka zakończona	Kònwertowanié pòdôwków Nepomùka je parôt
22541	Konfiguracja systemu	Kònfigùrëje swòją systemã
22542	Opis przeglądarki użytkownika Opera . na NT	Òpisënk programë brëkòwnika Opera . na NT
22543	bedłkowate	bełtkòwaté
22544	gąbczasty	gąbczati
22545	Ulubione radio	Lubòtné radio
22546	płucnica	grzëbnik
22547	płodny	płodny
22548	diabeł	diôbeł
22549	wybawić	wëbawic
22550	Ludwik	Ludwich
22551	czworogranny	sztërërogòwi
22552	brzezinowy	brzózkòwi
22553	kotek	kòtk
22554	doktoryzować się	doktorizowac sã
22555	praca	prôcô
22556	Nie można ustawić daty.	Nié mòże nastawic datuma.
22557	Przesuwanie tego suwaka zmienia maksymalny rozmiar panelu	Przësënié nen sztripk bë nastawic maksymalną miarã panela
22558	spopielić	spòpielëc
22559	delegatka	delegatka
22560	Instaluj pliki. desktop w katalogu < dir > NAME OF TRANSLATORS	instalëjë lopczi. desktop w katalogù < dir > NAME OF TRANSLATORS
22561	poczwórnie	czwiórnie
22562	beksa	òskrzeczélc òskòlańc
22563	mowność	mòwnosc
22564	Nie można wysłać komentarza.	Dopòwiesc nie mòże òstac dodónô.
22565	"Liczba odczytanych bajtów. Więcej informacji w ""Co to jest."""	"Wielëna przeczëtónych bajtów. Òbôczë pòmòc "" Céż to je do dobëcô wicy wëdowiédzë."
22566	Nazwa sesjiThe number of open documents	Miono sesëjiThe number of open documents
22567	zabity	urzniony
22568	kapelmistrz	kapelméster
22569	B Y	B Y
22570	Pokaż szczegóły	Pòkôżë detale
22571	dygnitarz	dostójnik
22572	arkadia	Arkadiô
22573	akademia	akademiô
22574	Roberta	Róberta
22575	niezgrabiasz	dżera
22576	babiniec	bôbnica
22577	Intensywne ulewy deszczowe, mgławeather condition	weather condition
22578	paskudny	òdrôżający
22579	decydująco	nôbarżi
22580	End	End
22581	upadać	ùpadac
22582	wrota	wrota
22583	Automatyczne zakładki	Aùtomatné załóżczi
22584	Cień	Spódk
22585	dęty	dãti
22586	zagrożenie	zagrôżba
22587	kieszonka	taszka
22588	wszarz	weszôk
22589	łuszczyć	skòblëc
22590	Nie można odmontować urządzenia. Jeden lub więcej plików na tym urządzeniu jest otwartych przez jakiś program.	Nié mòże òdmòntowac ùrządzenia. Jeden abò wicy lopków negò ùrządzenia je òtemkłich w jaczis aplikacëji.
22591	rzezimieszek	déf
22592	cienki	cenczi
22593	Filipina	Filëpina
22594	zeskrobywać	zeskrobòwac
22595	stokrotny	stokrotny
22596	Moduł KDED	Mòdul KDED
22597	domator	domańc
22598	Wyszukiwanie na pulpicie za pomocą Nepomuka	Szëkôrz pùltu Nepomuka
22599	zląc się	ùlëknąc sã
22600	stamtąd	tam stąd
22601	przypomnieć się	przëbaczëc sã
22602	gadanina	flabòt
22603	gadanie	gôdka
22604	Pozwala skryptom na zmianę rozmiaru okna.	Zezwòlë skriptom na zmianã miarë òkna.
22605	afera	afera
22606	Walenty	Walãti
22607	poprawność	bezzmiłkòwòsc
22608	Grupuj długością Group tracks number of tracks in group playlist column name and token for playlist layouts	Dłùgòta grëpë Group tracks number of tracks in group playlist column name and token for playlist layouts
22609	biesiada	biesada
22610	pardwa	pardwa
22611	równiuteńko	równuszinkò
22612	brzuszek	brzëszk
22613	Wiele monitorów Ten moduł pozwala skonfigurować obsługę wielu monitorów przez KDE.	Wiele mònitorów Nen moduł pòzwôlô skònfigùrowac òbsłëgã wielu mònitorów bez KDE.
22614	Cezar	Cezôr
22615	Generowanie Proszę czekaćD graph done in x miliseconds	Generowanié Proszã żdac
22616	uczciwy	ùtcëwi
22617	Pulpit CSF	Pùlt CSF
22618	piersiątko	cyck
22619	autostrada	autostrada
22620	Ta czcionka znajduje się w pliku razem z innymi czcionkami. Aby ją przenieść, trzeba przenieść te wszystkie czcionki. Dotyczy to następujących czcionek Czy przenieść wszystkie te czcionki?	Nen fònt je w lopkù razã z jinëma fòntama. Abë gò przeniesc, nót przeniesc wszëtczé ne fòntë. Bãdze to tikało sã zôstnëch fòntów Czë chcesz przeniesc ne wszëtczé fòntë?
22621	osełka	grabówka
22622	Maksymalna wartość koloru w pliku PNM jest za duża	Maksymalnô wôrtnota farwë w lopkù PNM je za wiôlgô
22623	mać	matka
22624	dwulatka	dwùlatka
22625	miłościwość	miełoscëwòsc
22626	śniegowy	sniegòwi
22627	Strigi indeksuje właśnie pliki w katalogu info status	Strigi zindeksowôł prawie lopczi w katalogù info status
22628	marnie	marnie
22629	Wykryto zagnieżdżony duplikat info bug status	info bug status
22630	zwlekać	mùdzëc
22631	Ireneusz	Jireneùsz
22632	giętki	mer
22633	pójść	pùdã
22634	jajecznica	prażnica
22635	Ta opcja w pewnych rzadkich sytuacjach może spowodować rozmaite problemy. Proszę przeczytać pomoc kontekstową ShiftF, aby poznać szczegóły.	Ta òptacëjô w gwësnëch apartnëch lëżnoscach mòże sprawiac wszelejaczé problemë. Proszã przeczëtac kòntekstową pòmòc ShiftF, abë pòznac detale.
22636	Różne	Wszelejaczé
22637	mściwość	mscëwòsc
22638	aktywnie	aktiwno
22639	agrotechnik	agrotechnik
22640	krowa	karwa
22641	kiwać	cziwac
22642	bizneswomen	bismónka
22643	bałamucenie	zajimanié czasu kòmùs
22644	browar	browôr
22645	grodzić	plesc
22646	Brak zezwolenia na przerwanie zaplanowanego wyłączenia start of shutdown	Felëjë zgòdë na przerwanié żdającegò wëłączëniô start of shutdown
22647	http www. detelefoongids. nl tginl. dll? =whitetype=searchname=\\\\ {} city=\\\\ {}	http www. detelefoongids. nl tginl. dll? =whitetype=searchname=\\\\ {} city=\\\\ {}
22648	Puerto Rico	Puerto Rico
22649	przeginanie	przechlastiwanié
22650	zięciowy	zëców
22651	Nie wyświetlaj więcej tego komunikatu	Nie pòkazëjë tegò wiadła wicy
22652	patyczek	knëpelk
22653	ògromny	ògromny
22654	nerka	nérka
22655	młocka	draszba
22656	lawirowanie	lawir
22657	śnieżyca	sniegawica
22658	nachodzić się	nałazëc sã
22659	jego	jegò
22660	Nowa wyszukiwarka	Nowi szëkôrz
22661	rodzeństwo	brat ze sostrą
22662	alternatywa	alternatiwa
22663	bambusowy	bambùsowi
22664	Nie można wykonać polecenia.	Nie mòże zrëszëc pòlétu .
22665	karta	karta
22666	Strona, na której wykonawcy mogą swobodnie dzielić się swoją muzyką	Starna na chtërny artistowie mògą dzelec sã swòją mùzyką
22667	kalendarzowy	kalãdarzowi
22668	bazgracz	grëzdała
22669	Nowa polityka obsługi wtyczek	Nowô pòlitika òbsłużënkù wtëkôczów
22670	cukierniczy	cëczerny
22671	chętność	òchòtnosc
22672	rodzina w znaczeniu szerszym	rodzëzna
22673	ćwiartkować	na czwierce
22674	hajducki	hajduków
22675	niedołężny	blédëch
22676	wyjść na swoje	òbstojec
22677	ukołysać	ùkòlibac
22678	pokryty	krëti
22679	broda	broda
22680	utoczyć się	ùtoczëc sã
22681	lęgnąć się	lãgnąc sã
22682	bojaźliwość	bòjazlëwòsc
22683	doświadczać	doswiadczac
22684	żywić	żëwic
22685	kształcić się	ùczëc sã
22686	gusło	babón
22687	Program lub sprzęt konfigurowany przez ten moduł jest niedostępny, albo moduł został wyłączony przez administratora.	Programa abò hardwôra kònfigùrowónô przez nen mòduł je nieprzistãpnô, albò mòduł òstôł wëłączony przez sprôwnika.
22688	znowu	znowa
22689	małpozwierz	małpozwierz m zoo lemùr
22690	bielenie	kalkòwanié
22691	artretyk	artretik
22692	Wtyczka protokołu pozwalająca kopiować pliki z płyt DVD Video łącznie z odszyfrowywaniem	Wtëkôcz protokòlu jaczi zezwôlô na kòpérowanié lopków z platczi DVD téż z rozkòdowaniém
22693	dyskwalifikować	diskwalifikòwac
22694	pasza	charna
22695	chorwacki	chòrwacczi
22696	zastawiać	zastawiac
22697	Brandenburczyk	Brandenbùrczik
22698	chatka	kôtka
22699	paskudny itp.	szwernócczi
22700	Nie zapisuj sesji	Nie zapisëjë sesëji
22701	kreci	krecy
22702	patrycjuszka	patricjuszka
22703	bezradny	bezradny
22704	chłopstwo	gbùrstwò
22705	Wyłącz zakresNAME OF TRANSLATORS	Wëłączë rumNAME OF TRANSLATORS
22706	Juliusz	Juliusz
22707	biegunka	drzistówka
22708	żywiczny	żëwiczny
22709	Plik już istnieje	Lopk ju je
22710	szpecić	szpecëc
22711	Na	Na
22712	kwartalnie	kwartalnie
22713	eses	Eses
22714	Centrum informacji KDE	Centróm wedowiédzë KDE
22715	twarz	gãba
22716	modniś	módnisz
22717	statutowy	statutowi
22718	zapalić się	zapalëc sã
22719	świętowanie	swiãtowanië
22720	Kiedy jest to możliwe	Czede to le mòżlewé
22721	namartwić się	nafrasowac sã
22722	W tle działa wiele zadań	W spódkù robi wiele dzejaniów
22723	Przeglądanie w kartach label listbox	Przezéranié w kôrtach label listbox
22724	http www. iblist. com search search. php? =\\\\ {} submit=Search	http www. feedster. com search. php? q=\\\\ {} ie=UTF oe=UTF
22725	CDDB	CDDB
22726	Finanse	Òprzestóń
22727	Pokaż porady po uruchomieniuOpposite to Previous	Pòkôżë radë pò zrëszeniémOpposite to Previous
22728	drążyć	toczëc
22729	eksperyment	próba
22730	Kolor, szybko, CMYK	Farwa, chùtkò, CMYK
22731	dział	part
22732	zawieszenie	pòwieszenié
22733	Sas	Sas
22734	pechowiec	nieszczesliwc
22735	kasztan jadalny	kasztan
22736	zjechać się	zjachac sã
22737	lisi	lësy
22738	zazwyczaj	wiéc
22739	WielkośćProgram name followed by Add On Installer	WiôlgòscProgram name followed by Add On Installer
22740	dialektyk	dialektik
22741	Polecenie do wykonania	Pòlét do zrëszëniô
22742	Separator, akapit	Rozczidnik, paragraf
22743	KTraderClient	KTraderClient
22744	okresowy	periodowi
22745	George Kiagiadakis info credit	George Kiagiadakis info credit
22746	przekręcić	przesukac
22747	przedweselny	przedzdôwny
22748	Ciemno	Cemno
22749	wojenny	wòjnowi
22750	rozgniewać się	rozgòrzëc sã
22751	małpiątko	ôpiczka
22752	radykalnie	òstro
22753	brzost	wijąg
22754	alt	alt
22755	drwinkarz	wëszczérca
22756	Dodaj nazwę platformy	Dodôj miono platfòrmë
22757	Asystent sieciowy KDE	Sécowi przëdón KDE
22758	Musi być programem	Mùszi bëc programa
22759	kajak	czôłenkò
22760	kołysanka	żużónka
22761	Beniamin	Beniamin
22762	zawisnąć	zawisnąc
22763	Następujące dokumenty zostały zmienione. Czy chcesz je zapisać przed zamknięciem?	Nôslédny dokùmentë òstałë zmienioné. Chcesz je zapisac przed zamkniãcem?
22764	Konstancja	Kónstancja
22765	Maximilian Kossick	Maximilian Kossick
22766	Zmiana menedżera okien	Zmiana menadżera òczén
22767	błoto	brijka
22768	chlastać	chlastac
22769	zabielić	zabielec
22770	miarowo	rowno
22771	patrzeć	wëzdrzec
22772	czytelnie	czëtelno
22773	autoinfekcja	autojinfekcjô
22774	dzienny	całodniowy
22775	gęba	flaba
22776	Nie zmieniaj nieprzezroczystości okien	Nie zmieniôj mòcë przëkrëwaniô òknów
22777	wężowy	wãżowi
22778	Malediwy	Malediwë
22779	upodobać się	ùdbac sã
22780	zlatywać	zlatac
22781	Guarani	Guarani
22782	godziwie	gòdzëwie
22783	łuczek	môłi łãk
22784	dąbek	dąbk
22785	nawrócić	nawrócëc
22786	cykoria endywia	cykória
22787	łuskowy	łëzgòwi
22788	Lame mp	Lame mp
22789	beletrystyka	beletristika
22790	Lewy górny róg	Góra lewi
22791	Krajniak	Krajniôk
22792	Wybierz aktualny dzień	Wëbierzë terny dzéń
