	pol_Latn	csb_Latn
22995	gôłda	giełda
22996	Programã mòże nalezc w nëch paczétach	Program można znaleźć w następujących pakietch
22997	Céch òznaczający dodatné lëczbë	Znak oznaczający liczby dodatnie
22998	weather forecast	momentami słonecznieweather forecast
22999	bliskòsc	bliskość
23000	Òpùszczôsz graficzné menu zrëszaniô systemë i zrësziwôsz tekstowi interfejs.	Opuszczasz graficzne menu uruchamiania i rozpoczynasz tryb interfejsu tekstowego.
23001	sroczã	sroczę
23002	dërch	całkiem
23003	doklejac	doklejać
23004	barónów	baronowy
23005	przëbaczac	przypominać
23006	wësëpac	usypać
23007	Mòże wëbrac chtërné dzéle dokùmentacëji mają bëc włączoné do fùltekstowégò indeksowaniô szëkbë. Mòżlëwé òptacëje to starnë pòmòcë KDE, winstalowóné starnë pòdrãcznika man ë winstalowóné starnë wëdowiédzë info. Mòżë wëbrac swòjowólną ich wielënã.	Można określić, które części dokumentacji mają być włączone do pełnotekstowego indeksu poszukiwań. Możliwe opcje to strony pomocy KDE, zainstalowane strony podręcznika man oraz zainstalowane strony informacji info. Można wybrać dowolną ich ilość.
23008	dpi, farwa, zabiérnik z tińtama farwnëma, zwëkòwi papiór	dpi, Kolor, pojemnik z tuszami kolorowymi, zwykły papier
23009	zamòrsczi	zamorski
23010	pławic	pławić
23011	przejãcé	ferwor
23012	przëblëżac	przybliżać się
23013	zaniecëc	zniecić
23014	bòck	bocian
23015	padac	umierać
23016	òblepina	okleina
23017	gnój	bałagan
23018	Taksowóny	Szacowany
23019	srogòsc	okazałość
23020	òmana	omam
23021	Return	Return
23022	przedôwôcz	ekspedient
23023	pòdpisowac sã	podpisywać się
23024	Wpiszë tuwò minimalną wôrtnotã dlô wëskrzëniôcza.	Tu wprowadź nazwę widoku.
23025	zazeńtowac	przedstawić
23026	Wërôwnanié do mrzéżcziIcons on the desktop	Wyrównaj do siatkiIcons on the desktop
23027	ùszëkòwac	uporządkować
23028	wëgrabiac	wygrabiać
23029	truracz	żuraw
23030	Nastôwiô, czë szëkónô fraza mô bëc intertowónô jakno zwëczajny tekst czë regùlarny wësłów	Określa, czy wyszukiwany tekst ma być traktowany jak zwykły, czy jak wyrażenie regularne
23031	rozplãtowac sã	rozplątywać się
23032	dribczą	kłusem
23033	Hòndurańskô Lempira	Lempira hondurańska
23034	ùbiegac	ubiegać
23035	raja	reja
23036	dolomit	dolomit
23037	sztëk	kawałek
23038	Selma	Selma
23039	weather forecast	Zamarzający deszcz lub deszczweather forecast
23040	szuflôda	szuflada
23041	pòkąd	dopóki
23042	pies	pies
23043	Wëdowiédza ò lësce graniô	Informacja o liście odtwarzania
23044	całowny	absolutny
23045	"Internetowi przesélk dzélowô x """	"Przesyłka internetowa częściowa x """
23046	remijaszëc	grabić
23047	czôrnoksãżstwò	czarnoksięstwo
23048	wieżëczka	wieżyczka
23049	Mrzéżka	Siatka
23050	sztrôfòwac	upominać
23051	Lasôczka	Lasaczka
23052	Wczasniészi element w lësce	Poprzednia pozycja na liście
23053	półòstrów	półwysep
23054	lëdze	ludzie
23055	wòjskòwi	wojskowy
23056	wãżëszcze	powróz
23057	Òkno pëtaniô z knąpama Jo Nié	Okno zapytania z klawiszami Tak Nie
23058	mërgòtac	mrugać
23059	Singel	Singiel
23060	piãcroczny	pięcioletni
23061	jadweńtowi	adwentowy
23062	weather forecast	Zamiećweather forecast
23063	czo	słuchaj
23064	omëwac	odmywać
23065	dekòratorsczi	dekoratorski
23066	wëzerac	mieć pozór czego
23067	szasëjô	droga bita
23068	Slédné	Ostatnie
23069	Antarktida Casey	Antarktyda Casey
23070	mòtowidło	motowidło
23071	weather forecast	Możliwe opady śniegu lub ulewy burzoweweather forecast
23072	dzewiątka	dziewiątka
23073	banowi	pociągowy
23074	wëlëknąc sã	wylęknąć się
23075	pòdczasczi	obecnie
23076	Proszã dodac përznã apletów z lëstwë nôrzãdzów, jaką nalézc mòże na dole kòntekstowégò widokù.	Proszę dodać kilka apletów z paska narzędzi na dole widoku kontekstowego.
23077	pieniądz	pieniądz
23078	żur	żurek
23079	niepisownik	analfabeta
23080	Żądano kataloga, a przëszed nazôd lopk .	Żądano katalogu, ale zwrócony został plik.
23081	Òdwrócë farwã klawiszów	Odwróć klawisze kursorów
23082	lôla	głupiec
23083	hërlëka	krzyk
23084	nadaremno	nadaremnie
23085	Niézatitlowóny	Nienazwane
23086	schab	schab
23087	Skrodzëna dlô zdrzucënkù ekranu.	Skrót do zrzutu ekranu
23088	Sztartëjë dzéjaniéPlasma engine with unknown name	Uruchom operacjęPlasma engine with unknown name
23089	pòblëżé	pobliże
23090	Wëbiérk ti òptacëji doprowôdzy do tegò, że w placu ikòn witrinë bãdą wëskrzëniwóné knąpë zamkniãcô kôrtë.	Wybór tej opcji spowoduje, że na kartach zamiast ikon witryn będą wyświetlane przyciski zamknięcia karty.
23091	Czedë to je le nót	Kiedy jest to potrzebne
23092	namalowac	wymalować
23093	Rozpòznôwanié zmianów RANDR mònitór	Wykrywanie zmian RANDR monitora
23094	weather forecast	Możliwa mżawka z deszczemweather forecast
23095	partner	partner
23096	Wstôwiô, òbczas wczëtëwaniô, załóżczi w pasownëch réżkach do dónegò mùstra	W czasie wczytywanie dokumentu ustawia zakładki w liniach pasujących do podanego wzorca
23097	Syrijsczi	Syryjski
23098	pëskati	zuchwały
23099	Dopasëjë farwë	Styl
23100	Tajlandzkô	Tajlandia
23101	arcybiskùpsczi	arcybiskupi
23102	Zaktualnienié kònfigùracëji systemë	Potwierdzenie cofnięcia kopiowania pliku
23103	dostrôjanié	dostrajanie
23104	swiniôrz	paskudnik
23105	małomównosc	małomówność
23106	Kónrôd	Konrad
23107	dwòractwò	dworactwo
23108	jedwôbny	bławatny
23109	Slédny pòdajnik	Tylny podajnik
23110	OLWM	OLWM
23111	encyklika	encyklika
23112	sprawòwac sã	sprawować się
23113	òzłacac	ozłacać
23114	polaszëc	mówić po polsku
23115	Kluczowé słowa rapòrtu ò felë	Słowa kluczowe raportu o błędzie info
23116	zybówka	huśtawka
23117	zbeletrizowanié	beletryzacja
23118	naklektac	nabzdurzyć
23119	Wiżô	Wysokość
23120	przëczëniac	przyczyniać
23121	jidea	idea
23122	Normalnô	Normalna
23123	zgrzébiã	źrebię
23124	Nie mòże zbùdowac indeksu.	Nie można utworzyć indeksu.
23125	Eùropejsczi Foolscap	Europejski Foolscap
23126	trud	trud
23127	widnosc ekranuNote this is a KRunner keyword	jasność ekranuNote this is a KRunner keyword
23128	kùknąc	kuknąć
23129	apòstazjô	apostazja
23130	Lopk felëje, abò nie je czëtny, òprzestanié.	Plik nie istnieje lub nie jest do odczytu, działanie programu zostanie przerwane.
23131	Òlaf	Olaf
23132	òrzeczenié	orzeczenie
23133	żidczątkò	żydziątko
23134	blek	bek
23135	ZwikszaniéGeneric	PowiększenieGeneric
23136	lébawò	ociążale
23137	Fes	Fes
23138	depònowanié	deponowanie
23139	Nigerijô	Nigeria
23140	Kòntrolné òbrôzëKCharselect unicode block name	Obrazy znaków sterującychKCharselect unicode block name
23141	kątór	ropucha
23142	wëtrzéc	wytrzeć
23143	diodowi	diodowy
23144	grob	grubiański
23145	kandidatka	kandydatka
23146	mic	gnieść
23147	spódny	dolny
23148	Instalëjë w tesktowim ôrce	Zainstaluj Ubuntu w trybie tekstowym
23149	żgrzéc	żreć
23150	wiérnosc	stałość
23151	pònumrowac	ponumerować
23152	mòwnosc	wielomówność
23153	Zwãk zwónka	Sygnał dźwiękowy
23154	bezmòcz	bezmocz
23155	Wëpalë wszëtczé sztëcczi negò artistë	Utwory tego wykonawcy
23156	Czad	Czad
23157	Môłi menadżera òknów bez mòżnotë kònfigùracëji	Mały menedżer okien nie podlegający konfiguracji
23158	Rama	Ramka
23159	chrapa	chrapa
23160	òbłazëc	obłazić czymś
23161	c Ùsôdzcë KDM	c Autorzy KDM
23162	bezklasowi	bezklasowy
23163	emisyjny	emisyjny
23164	alpòwnik	alpinista
23165	tłëstawi	tłustawy
23166	bùdownik	budowniczy
23167	Rëmanié lopków z nie je òbsłëgiwóné.	Usuwanie plików z nie jest obsługiwane.
23168	Przë przetwarzaniô include , réżka pòkôza sã fela	Błąd podczas przetwarzania pliku nagłówkowego w wierszu
23169	bezdomôcy	bezdomny
23170	Rëmôj spacëje przë zrëszaniu dzejaniów	Usuwaj spacje przy uruchamianiu działań
23171	Wstãpny wladënk Konquerora przë zrëszaniu KDE	Wstępne wczytanie Konquerora przy uruchamianiu KDE
23172	Ekran zmieni farwã na pòdany niżi czas.	Ekran zmieni kolor na zadany na podany poniżej czasu.
23173	zapisanié	numerata
23174	do ùzdrzeniô!	do zobaczenia
23175	néga	końcówka
23176	tuńc	taniec
23177	strzébrny	srebrny
23178	łojowati	łoisty
23179	hańdlarsczi	bazarowy
23180	złé	zło
23181	cykliczny	cykliczny
23182	Farwa przerabiania CMYK	Kolor przetwarzania CMYK
23183	pòbóżnik	dewot
23184	jemnosc	dobrotliwość
23185	bitum	bitum
23186	szlapnik	brodziec
23187	Brunei Darussalam	Brunei Darussalam
23188	dłóto	dłuto
23189	sztrategicznô jigra	strategiczna gra
23190	pòdozdrzelec	podojrzewać
23191	lichòtné	liche
23192	zamòrzëc sã	zamorzyć się
23193	mùlëzna	rodzaj ziemi glinkowej
23194	pòdjimac	podnosić
23195	Zmieni farwã ramë	Ramka
23196	ùznac	przyjść do przekonania
23197	Identyfikatora brëkòwnika	Identyfikator użytkownika
23198	Dodôj do swòjich farwów	Dodaj do kolorów użytkownika
23199	Ni mòże ùsôdzëc symbòlicznegò lënka . Proszã sprôwdzëc prawa.	Nie można utworzyć odnośnika symbolicznego. Proszę sprawdzić uprawnienia.
23200	Pitcairn	Pitcairn
23201	bòjkòtowanié	bojkotowanie
23202	rodzëc	rodzić
23203	deklinacjô	deklinacja
23204	naùczac	belferować
23205	plaszczëc	płaszczyć
23206	glaszpinia	kredens
23207	Òptacëje sprôwdzania pisënkù	Ustawienia sprawdzania pisowni
23208	Młotczëc	z Młotków
23209	króm	z wyjątkiem
23210	status	status
23211	patriarchat	patriarchat
23212	weather condition	Lekkie opady śnieguweather condition
23213	pòdzôł	podział
23214	pòczorchac sã	pozbijać się
23215	Felënk numeru faksa.	Brak numeru faksu.
23216	dowód	dowód
23217	zasmiôc sã	zaśmiać się
23218	Fela òbjimù	Błąd zasięgu
23219	diôcheł	diabeł
23220	białogłowa	kobieta
23221	kapłaństwò	kapłaństwo
23222	argùment	argument
23223	palny	palny
23224	dzewiãtnôsce	dziewiętnaście
23225	Nie robi niczegòA default name for an without proper label	Nic nie róbA default name for an without proper label
23226	nóta	nuta
23227	òbëczajny	etyczny
23228	zgùbiony	zaginiony
23229	réga znaków	Łańcuch znaków
23230	òdbiérac	zabierać
23231	milący	łudzący
23232	pòkłoc sã	pokłuć się
23233	Zwëkòwô farwa cyfrë	Normalny kolor cyfry
23234	zadąsac sã	nadąsać się
23235	pòmstowac	pomstować
23236	naùczëcelsczi	belferski
23237	swiécëdło	knot
23238	czôpnictwò	czapnictwo
23239	Repùblika Westrzédny Africzi	Republika Środkowej Afryki
23240	znãcac	tumanić
23241	chanat	chanat
23242	òkadzac	okadzać
23243	flabòt	pyskowanie
23244	rakôrz	rakarz
23245	Przeniesë aùtomatno listew titla	Auto rozmieszczanie pasków tytułu
23246	Programa do zapisëwaniô	Program do nagrywania płyt CD
23247	lôska	laska
23248	drożinka	drożyna
23249	taksométer	taksomierz
23250	wełniany	wełniany
23251	LOPK ÒTEMKŁI	PLIK OTWARTY
23252	lôtanié za chłopama	gzenie się
23253	dorôdztwò	doradztwo
23254	Nôrzãdza pòdôwków	Data Tools
23255	Pòkażë mrzéżkã pùltu	Pokaż siatkę na pulpicie
23256	Nie zapisëjë pòdôwków	Nie zapisuj danych
23257	skazëc	okaleczyć
23258	òkrãżac	okrążać
23259	"Na starna pòkôzëje zamkłosc dniewnika Sambë na drëszny brëkòwnikòwi ôrt. Sprôwdzë czë miono lopkù dniewnika je wpisóné bezzmiłkòwò. Eżlë miono lopkù dniewnika je zmiłkòwé, pòprôwi je ë wcësnie knąpã ""Aktualizëjë."""	"Ta strona zentuje zawartość dziennika Samby w sposób przyjazny użytkownikowi. Sprawdź czy nazwa pliku dziennika jest wpisana poprawnie. Jeśli nazwa pliku dziennika jest niewłaściwa, popraw ją i naciśnij przycisk ""Uaktualnij."""
23260	browarzëc	browarzyć
23261	Azëjô Makau	Azja Makau
23262	weather forecast	Momentami deszcz lub burzeweather forecast
23263	letkòmëslnie	trzpiotowato
23264	KDE FAQ	Często Zadawane Pytania KDE
23265	czarodzejskù	kuglarsko
23266	wkòło	kołem
23267	Lucjana	Lucjana
23268	bezwôrtny	bezwartościowy
23269	ruchno	strój
23270	sztrasa	ulica
23271	wprzód	naprzód; pierwej
23272	michol linuxcsb. org, mark linuxcsb. org	mrudolf kdewebdev. org, mariusz. gawron wp. pl
23273	ùjk	wujcio
23274	kòleżka	koleżka
23275	z ùżëcym przëgôdk	aluzyjny
23276	Przezérôj kôrtë òknów w òpaczny pòsobicë	Spacer przez karty okna w odwrotnej kolejności
23277	Arabskò jindijsczidigit set	Indyjsko arabskiedigit set
23278	łómiac	łamać
23279	ni mòże sparłãczëc sã z wëższim ekranã	Nie można utworzyć przejściowego ekranu
23280	Òrzłowò	Orłowo
23281	Zdroje do wëskrzënieniô	Żądane źródło
23282	Graficznô karta	Karta graficzna
23283	Pòrtugalsczi Spelling dictionary	Portugalski Spelling dictionary
23284	chemòsynteza	chemosynteza
23285	aresztancczi	aresztancki
23286	dzedzëczka	dziedziczka
23287	rozegnac	rozpędzić
23288	przëtczi	stromy
23289	rzezba	rzeźba
23290	Na òptacëjô kòntrolëje sztél wëzdrzatkù. Narô wspieróné wôrtnotë to wëzdrzatczi ikònów , detalów ë kòlumnów label	Opcja ta kontroluje styl widoku. Obecnie obsługiwane wartości zawierają widoki ikonek, szczegółów i kolumn. label
23291	biédôczka	biedaczka
23292	Hòrac	Horacy
23293	Del	Del
23294	zawiesëc	zawiesić
23295	Azëjô Gaza	Azja Gaza
23296	pilowny	pilny
23297	numrowac	numerować
23298	nakùpic	nakupić
23299	Òglowé òptacëje	Ustawienia ogólne
23300	Przesënié w dół	Przesuń w dół
23301	Diana	Diana
23302	nastãpic	stąpnąć
23303	Klawisza Alt Gr je terô wëłączonô.	Klawisz Alt Gr jest teraz wyłączony.
23304	niefùl	niespełna
23305	angelszczëc sã	anglizować się
23306	półdniowi	półdzienny
23307	Celtowie	Celtowie
23308	bôłwòchwôlstwò	bałwochwalstwo
23309	Przë sparłãczeniu z	Przy połączeniu z
23310	klëka	ogłoszenie
23311	Ces	Ces
23312	Fela zladowaniô skriptu	Błąd pobierania skryptu
23313	Szëkôj za ôrtã lopka	Znajdź typ pliku
23314	òkno	okno
23315	grużdżëc sã	zalecać się
23316	płacenié	płatność
23317	kùch biszkòptowi	biszkopt
23318	Kôrsëno	Karsin
23319	przëjôzd	przyjazd
23320	nadobnosc	piękność
23321	litrowi	litrowy
23322	czôpka	czapka
23323	Eùropa Pòdgòrëca	Europa Podgorica
23324	nagòrzëc sã	nagniewać się
23325	ewangelista	ewangelista
23326	Kònfigùracëjô systemòwégò brzãczka	Konfiguracja brzęczka systemowego
23327	Mòdul kòdërëjący lopczi Ogg Vorbis	Moduł kodujący pliki Ogg Vorbis
23328	kantórk	sekretarzyk
23329	czerowniczka	kierowniczka
23330	Fela parsera XML	Błąd czytania formatu XML
23331	dzecynniec	dziecinnieć
23332	krzëwiec	krzywić się
23333	lindrowac	wałęsać się
23334	lëterka	ewangeliczka
23335	pòfarwòwac	pofarbować
23336	Kùńsztôrz label	Wykonawca label
23337	kòżëszk	bekiesza
23338	Web page address	padlock Web page address
23339	kùmka	niecka
23340	Dominikańsczé Peso	Peso dominikańskie
23341	niezmògłi	niespożyty
23342	Kòntekst	Pomoc kontekstowa
23343	bãkarctwò	bękarctwo
23344	mapnik	mapnik
23345	strôdnosc	nieszczęście
23346	Ùsłëznota Storage Nepomuka	Usługa przechowywania danych Nepomuka
23347	NetcraftQuery	NetcraftQuery
23348	alkalojid	alkaloid
23349	makrofizyczny	makrofizyczny
23350	farwnô	safian
23351	biéżny button verb	bieżąca button verb
23352	Kawlowi wëgaszôcz ekranu	Losowy wygaszacz ekranu
23353	lenic sã	ociągać się
23354	cząsteczkòwi	cząsteczkowy
23355	margarina	margaryna
23356	bezprawnosc	bezprawność
23357	shortcut key delimiter	shortcut key delimiter
23358	spòlaszëc	spolonizować
23359	òtrzéc	obetrzeć
23360	ùstawa	ustawa
23361	dąm!	dąm!
23362	zaklicé	klątwa
23363	Błażéj	Błażej
23364	pôlëzna	palowanie
23365	òrli	orli
23366	Wëwòłanié	Wywołanie
23367	rozkazac	rozkazać
23368	zabôwianié	bawienie
23369	deszczowi	deszczowy
23370	Sprôwianié sytemòwą szérzą fòntów.	Zarządzanie czcionkami w systemie.
23371	Brëkùjë X w kastkach wëbierkù w placu hôczka	"Użyj znaku ""X"" w polach wyboru"
23372	dozwònic sã	dodzwonić się
23373	gãstniec	gęstnieć
23374	Chùtkòscë pisaniô	Prędkości zapisu
23375	saldo	saldo
23376	kòcurk	kocurek
23377	nôskòczni	najżywiej
23378	Wpiszë òddzéloné spacëjama kriteria przeszëkiwaniô lëstë graniô	Jak przeszukiwać progresywnie listę odtwarzania
23379	przerzutniô	przerzutnia
23380	dostrzëgac	dostrzygać
23381	zdrëganic	zmęczyć
23382	pònotowac	zanotować
23383	pòspiéwno	pilno
23384	rëńczôk	laska pasterska
23385	Cwiczenczi ze słowiznë	Karty do nauki słownictwa
23386	wëmienic	wyliczyć
23387	Ion	Ion
23388	przëwiezc	przywieźć
23389	TacëwnoBanner page	TajnyBanner page
23390	bystry	wartki
23391	epòka	epoka
23392	s category	Rozwiń s category
23393	nalatac	zlatywać się
23394	zédel	kufel
23395	dohôczenié sã	doczepienie się
23396	wilëca	pilnik
23397	obwiązanié	opatrzenie
23398	swiãtoszkòwatosc	bigoteria
23399	Przédny katalog root	Katalog główny
23400	jodełka	jodełka
23401	Zapiszë menu id dlô debùga	Śledź identyfikator menu na potrzeby debugowania
23402	łacyńsczi	łaciński
23403	Farwów	kolorów
23404	Kaszëbka	Kaszubka
23405	churał	churał
23406	Wszëtczé céchë z aktualnegò słowa do kùńca réżczi bãdą wëbróné.	Zaznaczone będą wszystkie znaki od aktualnego słowa do końca wiersza.
23407	Mariana	Marianna
23408	nënulka	mama
23409	òbłi	obły
23410	ùmknąc	umknąć
23411	marakasë	marakas
23412	przërzëszëc	przywiązać
23413	wërznąc	wyrznąć
23414	Rekòmendowóné radio pòpùlarnota	Polecane radio Popularność
23415	pôchnąc	pachnąć
23416	pajda	kawał chleba
23417	péda	prosię
23418	baróńsczi	baronowski
23419	ùsôdzanié	komponowanie
23420	Włączoné	Włączony
23421	mrzéżka	mała siatka na ryby
23422	pismiono papieża	brewe
23423	Detalowi wëzdrzatk	Widok szczegółowy
23424	Czas na serwerze minął	Przekroczony czas operacji na serwerze
23425	Klawiszowe skrodzënë	Skróty klawiszowe
23426	Jarosz	Hieronim
23427	Sprôwdzë jesz rôz, czë môsz pòdóną dobrą lokalizacëjã ë spróbùjë znowa.	Sprawdź jeszcze raz, czy podałeś prawidłową lokalizację i ponów próbę.
23428	Matematiczné symbòleKCharSelect section name	Symbole matematyczneKCharSelect section name
23429	anglikańsczi	anglikański
23430	procëmnik	antagonista
23431	bòcónk	bocian
23432	Altkeyboard key name	Altkeyboard key name
23433	hokej	hokej na trawie
23434	kantata	cantata
23435	chwiejnosc	chwiejność
23436	drapanié sã	drapanie się
23437	Jignac	Ignacy
23438	Clarence Dang	Clarence Dang
23439	grzëmòt	grzmot
23440	skłôd	wierzch
23441	ekakùacjô	ewakuacja
23442	chromatograf	chromatograf
23443	agregat	agregat
23444	rozpòwiadac	rozmawiać
23445	blôsknąc	łypnąć
23446	skaszëbic sã	skaszubić się
23447	córecznica	wnuczka ze strony córki
23448	czôrnoksãżniczi	czarnoksięski
23449	depeszowac	depeszować
23450	Nie mòże zainicjowac kalibracëjnëch wôrtnotów dlô ùrządzenia joysticka	Nie można zainicjować wartości kalibracyjnych dla urządzenia joysticka
23451	gòt	got
23452	Chińsczi Tradicëjny	Chiński tradycyjny
23453	bańtka	flądra
23454	szescorny	poszóstny
23455	amperogòdzëna	amperogodzina
23456	Hed	Hed
23457	krépôlc	rękawica ochronna
23458	Dodôj do pùltu	Dodaj do pulpitu
23459	patefón	patefon
23460	babùleczka	babinka
23461	Bikini	Bikini
23462	Wpiszë brëkòwnika chtërny mô zrëszëc nã aplikacëjã.	Wpisz nazwę użytkownika, który ma uruchomić program.
23463	òpùscëc	opuścić
23464	Ôbramka	Abramowa
23465	Pòkażë le dopasowóné	Pokaż tylko pasujące
23466	jiscëc sã	gryźć się
23467	kani	kani
23468	Zaznôczë wszëtkò	Zaznacz wszystko
23469	Nôrzãdzé KDE dlô zapëtaniów ë kòntrolë òptacëjów sprôwiania energiją z rézë pòlétów	Narzędzie KDE do uzyskiwania informacji o sprzęcie i do kontrolowania go z wiersza poleceń
23470	Letter	Letter
23471	Pòdzérczi tab Context Menu settings	Podglądy tab Context Menu settings
23472	Na kôrta zamëkô w se niewësłóne zmianë. Zladowanié znowa wszëtczich kôrtów cësnié te zjinaczi.	Ta karta zawiera niewysłane zmiany. Odświeżenie wszystkich kart anuluje te zmiany.
23473	aluwialny	osadowy
23474	Wëskrzëni krój	Pokaż typ
23475	zasëszëc	zasuszyć
23476	Status	Stan
23477	charkòt	charkot
23478	Blós dlô ti programë	Tylko dla tego programu
23479	pòdùczëc sã	poduczyć się
23480	Testëjë témã	Testuj motyw
23481	slëwòwi	śliwkowy
23482	miareczka	miarka
23483	Chcesz szëkac w internecé za?	Znaleźć w Internecie ?
23484	Òkno z tekstowim pòlã	Okno z polem tekstowym
23485	nôskwarny	bekliwy
23486	maczugòwati	maczugowaty
23487	efekcarstwò	efekciarsko
23488	Wlogòwanié do systemë szlachòwaniô info	Zalogowano do systemu śledzenia błędów info
23489	zmieni miono	Zmień nazwę
23490	pùrgówka	ślizgawka
23491	òdwòdzëc	odprowadzać
23492	òczechlëc	obcinać
23493	Môłniô	Myłnia
23494	bezwzglãdny	absolutny
23495	wëgasac	wygasać
23496	Nacéchùjë nã kastkã abë zezwòlëc na aùtomatné rëmanié lopków co są stôrszé jakno òzakòwónô wôrtnota. Òstawi ni nacéchòwóné dlô ni aùtoamtnegò rëmaniô kòżdëch zamkłosców pò dónym czasu info whatsthis	Zaznaczenie tego pola oznacza zezwolenie na automatyczne usuwanie plików starszych niż podany czas. Ta opcja powinna pozostać wyłączona jeśli żadne obiekty mają nie być usuwane po upłynięciu pewnego czasu info whatsthis
23497	Z lewa na prawò, z górë na dółTitle of the page that lets the user choose which location should the folderview show	Od prawej do lewej, od góry do dołuTitle of the page that lets the user choose which location should the folderview show
23498	Dodóné do KNewStaff	Zgłoszenia KNewStuff
23499	bezbòżnosc	bezwyznaniowość
23500	smiecëszcze	śmietnik
23501	Régùjë wedle	Uporządkuj według
23502	Merk ju je	Znacznik istnieje
23503	dzecuszkò	niemowlę
23504	Niespòkójnô rësznota démònstarcëjô	Demonstracja niespokojny ruch
23505	Symbòl, jiny	Symbol, inny
23506	tłusté	tłuszcz
23507	pajéżk	kot
23508	Trib kònsolë	Tryb konsoli
23509	pògón	poganin
23510	bezwzglãdnosc	despotyzm
23511	Òbrócë zgódno z czérënkã rësznotë wskôzów zedżéra	Obróć zgodnie z ruchem wskazówek zegara
23512	ùmòwa ò wzajemny pòmòcë	alians
23513	jedënie	jedynie
23514	jednaczi	jednaki
23515	kòszla	koszula
23516	Nie mòże wladowac òbrôzaThe color depth of an	Nie można wczytać obrazkaThe color depth of an
23517	zmniészenié	dyminucja
23518	berlińsczi	berliński
23519	nachilony	nachylony
23520	rup	prosiak
23521	òpùcowac sã	oczyścić się
23522	Wësôkòwëdôwkòwi pòdajnik	Podajnik wysokonakładowy
23523	przepalac	przepalać
23524	weather forecast	Możliwe poważne burzeweather forecast
23525	Biéj do	Idź
23526	wieczór	wieczór
23527	szkòłownica	uczennica
23528	przegnac	przegnać
23529	Nôrzãdze do aktualizacëji menu	Narzędzie do aktualizacji menu
23530	estrada	estrada
23531	rowarzëc	wścibiać się
23532	sztetëno	szczecin
23533	barbarzińc	barbarzyńca
23534	òbrôzk	ilustracja
23535	ùlecec	odlecieć
23536	akùszeriô	położnictwo
23537	pòdzëwiac	admirować
23538	stolemny	prometejski
23539	grãdzëc	zanurzać
23540	ropòwac sã	parować
23541	Sobótka	Sobótka
23542	rëtka	płocha
23543	CurlCorrectionOnCurrent	CurlCorrectionOnCurrent
23544	Felënk wëdowiédzë	Brak informacji
23545	bez miona Country	bez nazwy Country
23546	arkùn	orkan
23547	nabiéradło	czerpadło
23548	nażuchòlëc	narżnąć
23549	Wiôlgô Britanijô	Wielka Brytania
23550	spiéwka	śpiewka
23551	megawolt	megawolt
23552	wdawac sã	zadawać się
23553	żuchòlińc	kawał chleba
23554	"Òznôcżô, czë pòlét òpisóny w kluczu mô òbsłëgiwac URLe ôrtu ""apt."""	"Określa, czy polecenie wyszczególnione w kluczu powinno obsługiwać adresy URL typu ""apt."""
23555	cwierdzëc	twierdzić
23556	Czë wszëtczé grë mają bëc mòżlëwi do rozrzeszeniô.	Czy losować tylko gry mające rozwiązanie.
23557	Dëńskô	Dania
23558	migdôł	migdał
23559	Z rëszë kòmpùtr znowa button	Uruchom komputer ponownie button
23560	ùpartilc	uparciuch
23561	Òlgerd	Olgierd
23562	dpi, fòlie, zwëkłi kwalitet	dpi, folie, zwykła jakość
23563	pôlëkòwac	palikować
23564	Pamiãcprocess heading	Pamięćprocess heading
23565	Relatiwny	Względny
23566	kòmùdno	mglisto
23567	bitewny	bitewny
23568	szczekac	szczekać
23569	wëważac	eksportować
23570	bez kòfejinë	bezklasowi
23571	Wiedno w spòdkù	Zawsze pod spodem
23572	pizdrowato	mizernie
23573	parowanié	parowanir
23574	wesziwnica	hafciarnia
23575	Shaof Mehr short	Shaof Mehr short
23576	chmielarstwò	chmielarstwo
23577	antiklerikalny	antyklerykalny
23578	czëstô òktawa	diapazon
23579	cotczin	ciotczyn
23580	mieszczura	mieszczuch
23581	schróniô	azyl
23582	Sri Lanka	Sri Lanka
23583	Zwielokrotni òkno	Powiel okno
23584	Sztél wëzdrzatkù	Styl widoku
23585	tangò	tango
23586	òsoblëwòsc	osobliwość
23587	Adresa Hw	Adres sprzętowy
23588	gòrszëcél	gorszyciel
23589	nie zamëkô w se	nie zawiera
23590	"Dëbeltné ""T"" I The shape of the cursor"	Litera IThe shape of the cursor
23591	Devanagari	Dewanagari
23592	ólszkwi	olchowy
23593	mënk	ryba słodkowodna
23594	sónkôrz	saneczkarz
23595	dołãczëc	dołączyć
23596	z yeyodictionary variant	z yeyodictionary variant
23597	ssac	ssać
23598	wprzëgac	wprzęgać
23599	Azëjô Phnom Penh	Azja Phnom Penh
23600	Felicjô	Felicja
23601	Medium	Płyta
23602	je bitmapą fònta, a ne są w twòji systemie wëłączoné.	to czcionka bitmapowa, a obsługa takich czcionek jest wyłączona w systemie.
23603	zacyc	zaciąć
23604	Italskô	Włochy
23605	atura	aturowanie
23606	przedzurzenié	przedziurawienie
23607	zberk	pochyłość góry
23608	doprawiony	doprawiony
23609	przedstôwca	przedstawiciel
23610	apòsztołowac	apostołować
23611	zaskùrzëc	przeskrobać
23612	òsëszac	osuszać
23613	serp	sierp
23614	miarowò	miarowo
23615	wëdrzany	wydrzany
23616	doch	przecież
23617	Sprôwdzanié òbczas pisaniô.	Sprawdzanie pisania w trakcie pisania
23618	rôdczëni	radczyni
23619	mùłkac	muczeć
